index_on_page,tweet_id,tweet_permalink_path,in_reply_to_user,in_reply_to_tweet,quoted_tweet_id,user_screen_name,user_id,user_name,user_location,user_timezone,user_lang,user_bio,user_image_url,date_time,tweet_date,coordinates_long,coordinates_lat,country,location_fullname,location_name,location_type,raw_text,clear_text,user_verified,hashtags,responses_to_tweeter,urls,user_mentions,tweet_language,filter_level,is_retweet,is_quote,is_reply,is_referenced,retweeted_tweet_id,retweeted_user_id,retweeter_ids,is_message,has_image,media_link,has_video,has_link,links,expanded_links,retweets,quotes,favorites,replies,source,mentions_of_tweeter,context_annotations,possibly_sensitive,conversation_id,withheld_copyright,withheld_in_countries,withheld_scope,is_protected_or_deleted,retweeter_api_cursor,views,blue_verified,video_views,user_geo_enabled
1,2049885268069560550,https://x.com/aj_observations/status/2049885268069560550,Aly_jezzini,2049855613295829224,,aj_observations,248352630,,Always on the move,,,"Geopolitics, and yeah, the conflict between Russia and Ukraine. DMS CLOSED!",https://pbs.twimg.com/profile_images/1917705925726539776/7UavWqMy_normal.jpg,2026-04-30 19:15:07,2026-04-30 00:00:00,,,,,,,@Aly_jezzini @tparsi @ExplosiveMediaa There are now dozens of channels working on AI videos,@Aly_jezzini @tparsi @ExplosiveMediaa There are now dozens of channels working on AI videos,0,,,,Aly_jezzini tparsi ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,3,0,Twitter for Android,,,,,,,,,,62,0,0,0
2,2050028646933356657,https://x.com/b_schoendorff/status/2050028646933356657,nodegeneracy,2050027334334394731,,b_schoendorff,16961696,,Occupied Turtle Island,,,"Foot soldier, Unit 2027, Shitposting division, Psychological Brigades of the Free People of the World. 

""The final battle has begun, shitpost them to hell!""",https://pbs.twimg.com/profile_images/2037647500820275200/kqh9YL5h_normal.jpg,2026-05-01 04:44:51,2026-05-01 00:00:00,,,,,,,"@nodegeneracy @ExplosiveMediaa So, White European","@nodegeneracy @ExplosiveMediaa So, White European",0,,,,nodegeneracy ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,0,1,Twitter Web App,,,,,,,,,,27,1,0,0
3,2049979330013630668,https://x.com/Vidyut/status/2049979330013630668,,,,Vidyut,15199808,,India,,,"Sci-fi writer. Creativity is life. Compassion is soul. || Aspiring social reformer || Prime Minister, #AltSarkar",https://pbs.twimg.com/profile_images/1940189638385082368/jSjPxUs3_normal.jpg,2026-05-01 01:28:53,2026-05-01 00:00:00,,,,,,,"I need an Iranian animation where Trump decides he needs a flying carpet to get across Hormuz, but alas, those too are found in Iranian shops.

cc @ExplosiveMediaa","I need an Iranian animation where Trump decides he needs a flying carpet to get across Hormuz, but alas, those too are found in Iranian shops.

cc @ExplosiveMediaa",0,,,,ExplosiveMediaa,en,,,,,,,,,,,,,,,,0,0,0,0,Twitter Web App,,,,,,,,,,26,1,0,0
4,2049928356221866447,https://x.com/Sofya_salam/status/2049928356221866447,b_schoendorff,2049928001480015878,,Sofya_salam,1343746309992288258,,Taqwa: Awareness of Allah ,,,"O'Allah, what did he find who lost You - What did he lose who found You.
Quran | عدل | Beyond Sect | Beyond Side",https://pbs.twimg.com/profile_images/1586038318680010752/n-srKOnj_normal.jpg,2026-04-30 22:06:20,2026-04-30 00:00:00,,,,,,,@b_schoendorff @ExplosiveMediaa Yes!! 😅,@b_schoendorff @ExplosiveMediaa Yes!! 😅,0,,,,b_schoendorff ExplosiveMediaa,und,,,,1,,,,,,,,,,,,0,0,2,1,Twitter Web App,,,,,,,,,,70,1,0,0
5,2049905747623055634,https://x.com/FindingHolm/status/2049905747623055634,FindingHolm,2049904162599764367,,FindingHolm,1243640695681765376,,"Portland, OR",,,Pro-Humanity Anti-Imperialist 💕 We must RESIST the Corporate Political Oligarchy & help birth The New Multipolar World of Peace 🌏 #ProtectPainPatients,https://pbs.twimg.com/profile_images/1908594316865572864/VtW9uOP__normal.jpg,2026-04-30 20:36:30,2026-04-30 00:00:00,,,,,,,@VanessaBeeley @FiorellaIsabelM Shout out to @HemmatMahdi &amp; @ExplosiveMediaa for the Lego News Art Videos 🙏 https://t.co/RRCj2sRGwv,@VanessaBeeley @FiorellaIsabelM Shout out to @HemmatMahdi &amp; @ExplosiveMediaa for the Lego News Art Videos 🙏 https://t.co/RRCj2sRGwv,0,,,,VanessaBeeley FiorellaIsabelM HemmatMahdi ExplosiveMediaa,en,,,,1,,,,,,,https://pbs.twimg.com/tweet_video_thumb/HHK6aVQbMAAXZbT.jpg,1,,,,0,0,0,0,Twitter for iPhone,,,,,,,,,,15,0,0,0
6,2049917406244384888,https://x.com/b_schoendorff/status/2049917406244384888,Bulldoggravy,2049916847600882107,,b_schoendorff,16961696,,Occupied Turtle Island,,,"Foot soldier, Unit 2027, Shitposting division, Psychological Brigades of the Free People of the World. 

""The final battle has begun, shitpost them to hell!""",https://pbs.twimg.com/profile_images/2037647500820275200/kqh9YL5h_normal.jpg,2026-04-30 21:22:49,2026-04-30 00:00:00,,,,,,,@Bulldoggravy @ExplosiveMediaa 🫡,@Bulldoggravy @ExplosiveMediaa 🫡,0,,,,Bulldoggravy ExplosiveMediaa,qme,,,,1,,,,,,,,,,,,0,0,1,0,Twitter Web App,,,,,,,,,,7,1,0,0
7,2049918180190032230,https://x.com/pathfinder_tua/status/2049918180190032230,b_schoendorff,2049580215941112047,,pathfinder_tua,561293521,,🌍🩵🧠✨,,,👋 You'll find it if you explore around 👉 | Timeline | Highlights | Community | 💫,https://pbs.twimg.com/profile_images/2009304785569095680/E5XandXq_normal.jpg,2026-04-30 21:25:54,2026-04-30 00:00:00,,,,,,,@b_schoendorff @ExplosiveMediaa Facts. The videos are great and shows the depth of the Iranian mind. Whats great is the collective unity of that mindset in an organized manner.,@b_schoendorff @ExplosiveMediaa Facts. The videos are great and shows the depth of the Iranian mind. Whats great is the collective unity of that mindset in an organized manner.,0,,,,b_schoendorff ExplosiveMediaa,en,,,,1,,,,,,,,,,,,1,0,3,0,Twitter for iPhone,,,,,,,,,,151,1,0,0
8,2049961701278187680,https://x.com/qcCultural/status/2049961701278187680,ExplosiveMediaa,2049956261009990016,2049588771956683195,qcCultural,15896379,,Portugal,,,"Global Citizen, a person.
Writing, witnessing, remembering.
Saif Gaddafi.
3×3=3.",https://pbs.twimg.com/profile_images/2035742618718797824/jP7GXp-A_normal.jpg,2026-05-01 00:18:50,2026-05-01 00:00:00,,,,,,,"@ExplosiveMediaa @KUTUBProduction My challenge: 
a Duchamp moment on X
👇
https://t.co/TsQYscVB2G","@ExplosiveMediaa @KUTUBProduction My challenge: 
a Duchamp moment on X
👇
https://t.co/TsQYscVB2G",0,,,,ExplosiveMediaa KUTUBProduction,en,,,1,1,,,,,,,,,1,https://t.co/TsQYscVB2G,https://x.com/i/status/2049588771956683195,0,0,0,0,Twitter for Android,,,,,,,,,,29,1,0,0
9,2049588771956683195,https://x.com/qcCultural/status/2049588771956683195,,,,qcCultural,15896379,,Portugal,,,"Global Citizen, a person.
Writing, witnessing, remembering.
Saif Gaddafi.
3×3=3.",https://pbs.twimg.com/profile_images/2035742618718797824/jP7GXp-A_normal.jpg,2026-04-29 23:36:57,2026-04-29 00:00:00,,,,,,,"My personal stand on X and its narrative on algorithmic rhetoric, and so-called ""quality detection"". 

X is in deep need of a Duchamp moment. https://t.co/6OirgTzBAB","My personal stand on X and its narrative on algorithmic rhetoric, and so-called ""quality detection"". 

X is in deep need of a Duchamp moment. https://t.co/6OirgTzBAB",0,,,,,en,,,,,,,,,,1,https://pbs.twimg.com/media/HHGZsAcX0AA5j2t.png,,,,,1,1,1,0,Twitter Web App,,,,,,,,,,147,1,0,0
10,2049857869369983235,https://x.com/PeterFreit35313/status/2049857869369983235,b_schoendorff,2049580215941112047,,PeterFreit35313,1844106433475854336,,Luxembourg,,,"I am an activist and politician in Luxembourg (Europe). If you like, tipping is appreciated 😊.",https://pbs.twimg.com/profile_images/1844107113875771393/qnOP2Dlm_normal.jpg,2026-04-30 17:26:15,2026-04-30 00:00:00,,,Luxembourg,Luxembourg,Luxembourg,city,"@b_schoendorff @ExplosiveMediaa I don't have so many words for it, but in a nutshell, the Iranian LEGO videos are flawless, not a single mistake. That's their exact power. I  have deep admiration for these masterpieces, even if I don't exactly agree with the content of all of them. 😎😎😎 These people know 100%","@b_schoendorff @ExplosiveMediaa I don't have so many words for it, but in a nutshell, the Iranian LEGO videos are flawless, not a single mistake. That's their exact power. I  have deep admiration for these masterpieces, even if I don't exactly agree with the content of all of them. 😎😎😎 These people know 100%",0,,,,b_schoendorff ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,8,0,Twitter for Android,,,,,,,,,,123,1,0,1
11,2049896921138147745,https://x.com/ChristinaSFLaw/status/2049896921138147745,,,2049891608192049177,ChristinaSFLaw,82373091,,"Vancouver, British Columbia",,,"Radical lawyer, author of ""If Beaver Fights Eagle""; Bane of Fash 🏴✊; political exile; She/Her #IchBinAntifa #ResistTrump ; Substack @christinadiedoardo",https://pbs.twimg.com/profile_images/2027937626238685189/if-8kB18_normal.jpg,2026-04-30 20:01:25,2026-04-30 00:00:00,,,,,,,Happy Persian Gulf Day! :) ❤️,Happy Persian Gulf Day! :) ❤️,0,,,,,en,,,1,,,,,,,,,,,,,0,0,1,0,Twitter for iPhone,,,,,,,,,,16,0,0,0
12,2049891608192049177,https://x.com/ExplosiveMediaa/status/2049891608192049177,,,,ExplosiveMediaa,2031492622968303620,,Iran,,,"Iranian Lego-style animation team. Fast, Instant, Explosive🔥🤞.
.
.
Lego Resistance Front
#LRF",https://pbs.twimg.com/profile_images/2039670351412760577/MlFKVB2z_normal.jpg,2026-04-30 19:40:19,2026-04-30 00:00:00,,,,,,,"From Darius the Great to Mir Mahna,
From Delvari to Tangsiri…
The Persian Gulf is ours.

Happy Persian Gulf Day — April 30. https://t.co/CPdCymQlGR","From Darius the Great to Mir Mahna,
From Delvari to Tangsiri…
The Persian Gulf is ours.

Happy Persian Gulf Day — April 30. https://t.co/CPdCymQlGR",0,,,,,en,,,,,,,,,,,https://pbs.twimg.com/ext_tw_video_thumb/2049891545004769280/pu/img/UAP0L6TyiQHJAoDz.jpg,1,,,,616,15,2006,33,Twitter for Android,,,,,,,,,,39254,1,0,0
13,2049944474315337914,https://x.com/ExplosiveMediaa/status/2049944474315337914,Jordan7th,2049915223146951072,,ExplosiveMediaa,2031492622968303620,,Iran,,,"Iranian Lego-style animation team. Fast, Instant, Explosive🔥🤞.
.
.
Lego Resistance Front
#LRF",https://pbs.twimg.com/profile_images/2039670351412760577/MlFKVB2z_normal.jpg,2026-04-30 23:10:23,2026-04-30 00:00:00,,,,,,,@Jordan7th Titanic wasn't supposed to sink either 😁,@Jordan7th Titanic wasn't supposed to sink either 😁,0,,,,Jordan7th,en,,,,1,,,,,,,,,,,,0,0,14,1,Twitter for Android,,,,,,,,,,178,1,0,0
14,2049926211527143701,https://x.com/b_schoendorff/status/2049926211527143701,mosbatboy,2049859675957428727,,b_schoendorff,16961696,,Occupied Turtle Island,,,"Foot soldier, Unit 2027, Shitposting division, Psychological Brigades of the Free People of the World. 

""The final battle has begun, shitpost them to hell!""",https://pbs.twimg.com/profile_images/2037647500820275200/kqh9YL5h_normal.jpg,2026-04-30 21:57:49,2026-04-30 00:00:00,,,,,,,@mosbatboy @ExplosiveMediaa Thank you kindly for translating my tweet into Farsi.,@mosbatboy @ExplosiveMediaa Thank you kindly for translating my tweet into Farsi.,0,,,,mosbatboy ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,1,1,Twitter Web App,,,,,,,,,,38,1,0,0
15,2049939761217835457,https://x.com/b_schoendorff/status/2049939761217835457,anniefofani,2049938449059422292,,b_schoendorff,16961696,,Occupied Turtle Island,,,"Foot soldier, Unit 2027, Shitposting division, Psychological Brigades of the Free People of the World. 

""The final battle has begun, shitpost them to hell!""",https://pbs.twimg.com/profile_images/2037647500820275200/kqh9YL5h_normal.jpg,2026-04-30 22:51:39,2026-04-30 00:00:00,,,,,,,@anniefofani @ExplosiveMediaa 🫡,@anniefofani @ExplosiveMediaa 🫡,0,,,,anniefofani ExplosiveMediaa,qme,,,,1,,,,,,,,,,,,0,0,0,0,Twitter Web App,,,,,,,,,,8,1,0,0
16,2049811631555637267,https://x.com/Kathleen_Tyson_/status/2049811631555637267,b_schoendorff,2049580215941112047,,Kathleen_Tyson_,1514536620762054661,,London,,,"Global liquidity plumber (triparty repo, FX & optimisation), long ago central banker & author Multicurrency Mercantilism: The New International Monetary Order.",https://pbs.twimg.com/profile_images/1800497505152438272/z7QZGhOM_normal.jpg,2026-04-30 14:22:31,2026-04-30 00:00:00,,,,,,,"@b_schoendorff @ExplosiveMediaa I was thinking a few months ago back that Freudian psychiatry and Chicago School economics were two of the most harmful, misguided phenomena in 20th century.","@b_schoendorff @ExplosiveMediaa I was thinking a few months ago back that Freudian psychiatry and Chicago School economics were two of the most harmful, misguided phenomena in 20th century.",0,,,,b_schoendorff ExplosiveMediaa,en,,,,1,,,,,,,,,,,,4,0,51,7,Twitter for iPad,,,,,,,,,,838,1,0,0
17,2049931398379602060,https://x.com/b_schoendorff/status/2049931398379602060,mosbatboy,2049928274524934387,,b_schoendorff,16961696,,Occupied Turtle Island,,,"Foot soldier, Unit 2027, Shitposting division, Psychological Brigades of the Free People of the World. 

""The final battle has begun, shitpost them to hell!""",https://pbs.twimg.com/profile_images/2037647500820275200/kqh9YL5h_normal.jpg,2026-04-30 22:18:25,2026-04-30 00:00:00,,,,,,,"@mosbatboy @ExplosiveMediaa You 100% should, and if you need advice on the latest of what scientific psychology tells us about the emergence of language and identities, I'll be there for you. :)","@mosbatboy @ExplosiveMediaa You 100% should, and if you need advice on the latest of what scientific psychology tells us about the emergence of language and identities, I'll be there for you. :)",0,,,,mosbatboy ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,0,0,Twitter Web App,,,,,,,,,,12,1,0,0
18,2049924191982387242,https://x.com/kesic_ivan/status/2049924191982387242,AvaBrm,2049891780556935354,,kesic_ivan,1675775490429255680,,"Tehran, Iran",,,"No views, just facts.",https://pbs.twimg.com/profile_images/1697825233036533760/nN7Z5mH-_normal.jpg,2026-04-30 21:49:47,2026-04-30 00:00:00,,,,,,,"@AvaBrm @ExplosiveMediaa HB!
I don’t want to sound antisemitic, but any free cookies?","@AvaBrm @ExplosiveMediaa HB!
I don’t want to sound antisemitic, but any free cookies?",0,,,,AvaBrm ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,1,1,Twitter Web App,,,,,,,,,,27,0,0,0
19,2049902948319183205,https://x.com/gggg45466/status/2049902948319183205,,,2049891608192049177,gggg45466,138530001,,"Lazio, Italia",,,🩶🤍📍🤍🩶,https://pbs.twimg.com/profile_images/2044068851147735040/SHxo1eT-_normal.jpg,2026-04-30 20:25:22,2026-04-30 00:00:00,,,,,,,😉👑,😉👑,0,,,,,art,,,1,,,,,,,,,,,,,0,0,2,0,Twitter for Android,,,,,,,,,,8,0,0,0
20,2049923106320650379,https://x.com/TheTopSecrets6/status/2049923106320650379,,,2049891608192049177,TheTopSecrets6,945487277156732928,,,,,Welcome to the OFFICIAL Twitter account  of The Top Secrets society,https://pbs.twimg.com/profile_images/1921655336605257728/wyLCje32_normal.jpg,2026-04-30 21:45:28,2026-04-30 00:00:00,,,,,,,"It was, is and always will be Persian gulf, inshallah 💪🏻","It was, is and always will be Persian gulf, inshallah 💪🏻",0,,,,,en,,,1,,,,,,,,,,,,,0,0,3,0,Twitter for Android,,,,,,,,,,32,0,0,0
21,2049887257579135274,https://x.com/AnaEscobarShow/status/2049887257579135274,DKLarge2,2049880432452522339,,AnaEscobarShow,1329106302321139712,,,,,“like if Ana Kasparian also liked sports” | based | Christ is King 👑,https://pbs.twimg.com/profile_images/2037228568342933504/mLFiYRij_normal.jpg,2026-04-30 19:23:01,2026-04-30 00:00:00,,,,,,,@DKLarge2 @tparsi @ExplosiveMediaa They said they have friends in Cali and family in Detroit you think there are no Iranians who want unity,@DKLarge2 @tparsi @ExplosiveMediaa They said they have friends in Cali and family in Detroit you think there are no Iranians who want unity,0,,,,DKLarge2 tparsi ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,1,1,Twitter for iPhone,,,,,,,,,,25,1,0,0
22,2049955111368053242,https://x.com/ProfHall1955/status/2049955111368053242,Kathleen_Tyson_,2049811631555637267,,ProfHall1955,1736788266391605248,,Newcastle upon Tyne,,,Prof. Ultra-Realism. Criminology. Sociology. Economic History. Neuropsychology. Anthropology. Political Theory. WPB.,https://pbs.twimg.com/profile_images/1954294945247903744/pUFeNFA6_normal.jpg,2026-04-30 23:52:39,2026-04-30 00:00:00,,,,,,,@Kathleen_Tyson_ @Farz_Zaad @b_schoendorff @ExplosiveMediaa Then there's French post-structuralism and postmodernism. Classic Freudianism was simplistic but Lacan was interesting - his 'Imaginary' is where Chicago School economics suspended us for all these years.,@Kathleen_Tyson_ @Farz_Zaad @b_schoendorff @ExplosiveMediaa Then there's French post-structuralism and postmodernism. Classic Freudianism was simplistic but Lacan was interesting - his 'Imaginary' is where Chicago School economics suspended us for all these years.,0,,,,Kathleen_Tyson_ Farz_Zaad b_schoendorff ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,1,0,Twitter for Android,,,,,,,,,,28,0,0,0
23,444761902,https://x.com/i/status/444761902,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0
24,1249420694074482689,https://x.com/i/status/1249420694074482689,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0
25,34743251,https://x.com/i/status/34743251,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0
26,2049968677806567487,https://x.com/truthtotweet/status/2049968677806567487,ExplosiveMediaa,2049944474315337914,,truthtotweet,2192887524,,Anywhere I want to be.,,,Lists/trolls will be #BLOCKED.¯\_(ツ)_/¯,https://pbs.twimg.com/profile_images/1350626715551342592/5h14d8Lz_normal.jpg,2026-05-01 00:46:34,2026-05-01 00:00:00,,,,,,,@ExplosiveMediaa 😆👍,@ExplosiveMediaa 😆👍,0,,,,ExplosiveMediaa,qme,,,,1,,,,,,,,,,,,0,0,0,0,Twitter Web App,,,,,,,,,,11,0,0,0
27,2049948125616308656,https://x.com/rahimlue_ali/status/2049948125616308656,ExplosiveMediaa,2049891608192049177,,rahimlue_ali,1793038759253979136,,Iran,,,"Iranian academic/Political commentator

یک جان ناقابل فدا",https://pbs.twimg.com/profile_images/1846646268681924608/gBgjkG-w_normal.jpg,2026-04-30 23:24:53,2026-04-30 00:00:00,,,,,,,"@ExplosiveMediaa Man, you guys are amazing!
Knowing there's a TIME for everything is a virtue most people don't possess.
You do.
It's impressive.
It's empowering.
It's priceless.
❤️
@ExplosiveMediaa","@ExplosiveMediaa Man, you guys are amazing!
Knowing there's a TIME for everything is a virtue most people don't possess.
You do.
It's impressive.
It's empowering.
It's priceless.
❤️
@ExplosiveMediaa",0,,,,ExplosiveMediaa ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,1,0,Twitter for Android,,,,,,,,,,33,0,0,0
28,2049914425897882103,https://x.com/b_schoendorff/status/2049914425897882103,,,2049859675957428727,b_schoendorff,16961696,,Occupied Turtle Island,,,"Foot soldier, Unit 2027, Shitposting division, Psychological Brigades of the Free People of the World. 

""The final battle has begun, shitpost them to hell!""",https://pbs.twimg.com/profile_images/2037647500820275200/kqh9YL5h_normal.jpg,2026-04-30 21:10:59,2026-04-30 00:00:00,,,,,,,"OMG, my first ever tweet translated into Farsi! I feel like my life has not been in vain! @ExplosiveMediaa","OMG, my first ever tweet translated into Farsi! I feel like my life has not been in vain! @ExplosiveMediaa",0,,,,ExplosiveMediaa,en,,,1,,,,,,,,,,,,,0,0,4,1,Twitter Web App,,,,,,,,,,115,1,0,0
29,2049859675957428727,https://x.com/mosbatboy/status/2049859675957428727,,,2049580215941112047,mosbatboy,68650887,,,,,,https://pbs.twimg.com/profile_images/653588050732261377/nwLO46qu_normal.jpg,2026-04-30 17:33:25,2026-04-30 00:00:00,,,,,,,"چرا ویدیوهای لگوی @ExplosiveMediaa، فراتر از استعداد شگفت‌انگیز و غیرقابل‌انکار سازندگانشان، در حال پیروز شدن در نبرد روایت‌ها به نفع ایران هستند؟

در اینجا برداشت خودم را از منظر روان‌شناسی علمی بیان می‌کنم.

در دورانی که «امپراتوریِ سفید» (امپریالیسم غرب) جنگ را پیش از هر چیز","چرا ویدیوهای لگوی @ExplosiveMediaa، فراتر از استعداد شگفت‌انگیز و غیرقابل‌انکار سازندگانشان، در حال پیروز شدن در نبرد روایت‌ها به نفع ایران هستند؟

در اینجا برداشت خودم را از منظر روان‌شناسی علمی بیان می‌کنم.

در دورانی که «امپراتوریِ سفید» (امپریالیسم غرب) جنگ را پیش از هر چیز",0,,,,ExplosiveMediaa,fa,,,1,,,,,,,,,,,,,8,1,47,1,Twitter for Android,,,,,,,,,,1670,1,0,0
30,2049909009407250777,https://x.com/kootlaass/status/2049909009407250777,ExplosiveMediaa,2049891608192049177,,kootlaass,1808936723487076352,,,,,IRAN,https://pbs.twimg.com/profile_images/1882191246719877120/DHTvYu1Q_normal.jpg,2026-04-30 20:49:27,2026-04-30 00:00:00,,,,,,,@ExplosiveMediaa #persiangulf  #خليج_فارس  #minab168,@ExplosiveMediaa #persiangulf  #خليج_فارس  #minab168,0,persiangulf minab168,,,ExplosiveMediaa,qme,,,,1,,,,,,,,,,,,0,0,1,0,Twitter for iPhone,,,,,,,,,,45,0,0,0
31,2049968394636833243,https://x.com/anniefofani/status/2049968394636833243,ExplosiveMediaa,2049967759963087063,,anniefofani,306012283,,,,,,https://pbs.twimg.com/profile_images/1563504465902063616/-ifdXVOo_normal.jpg,2026-05-01 00:45:26,2026-05-01 00:00:00,,,,,,,@ExplosiveMediaa guess y'all have been around the block a few times!,@ExplosiveMediaa guess y'all have been around the block a few times!,0,,,,ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,3,0,Twitter Web App,,,,,,,,,,63,1,0,0
32,2049931449499853043,https://x.com/b_schoendorff/status/2049931449499853043,Sofya_salam,2049928356221866447,,b_schoendorff,16961696,,Occupied Turtle Island,,,"Foot soldier, Unit 2027, Shitposting division, Psychological Brigades of the Free People of the World. 

""The final battle has begun, shitpost them to hell!""",https://pbs.twimg.com/profile_images/2037647500820275200/kqh9YL5h_normal.jpg,2026-04-30 22:18:38,2026-04-30 00:00:00,,,,,,,@Sofya_salam @ExplosiveMediaa lol,@Sofya_salam @ExplosiveMediaa lol,0,,,,Sofya_salam ExplosiveMediaa,und,,,,1,,,,,,,,,,,,0,0,0,2,Twitter Web App,,,,,,,,,,66,1,0,0
33,2049782490714313198,https://x.com/ExplosiveMediaa/status/2049782490714313198,,,,ExplosiveMediaa,2031492622968303620,,Iran,,,"Iranian Lego-style animation team. Fast, Instant, Explosive🔥🤞.
.
.
Lego Resistance Front
#LRF",https://pbs.twimg.com/profile_images/2039670351412760577/MlFKVB2z_normal.jpg,2026-04-30 12:26:43,2026-04-30 00:00:00,,,,,,,"On our Telegram channel, we share exclusive content just for our community.

There’s also a chat group where you can connect, hang out, and get to know other members better.

Join us:
https://t.co/LFCz9yHO3C https://t.co/QxoZwjVlDs","On our Telegram channel, we share exclusive content just for our community.

There’s also a chat group where you can connect, hang out, and get to know other members better.

Join us:
https://t.co/LFCz9yHO3C https://t.co/QxoZwjVlDs",0,,,,,en,,,,,,,,,,1,https://pbs.twimg.com/media/HHJKUAGXoAAJAwh.jpg,,1,https://t.co/LFCz9yHO3C,https://t.me/ExplosiveMedia,74,0,310,6,Twitter for Android,,,,,,,,,,7820,1,0,0
34,2049917303723028585,https://x.com/b_schoendorff/status/2049917303723028585,CarlGranjero,2049848126328943055,,b_schoendorff,16961696,,Occupied Turtle Island,,,"Foot soldier, Unit 2027, Shitposting division, Psychological Brigades of the Free People of the World. 

""The final battle has begun, shitpost them to hell!""",https://pbs.twimg.com/profile_images/2037647500820275200/kqh9YL5h_normal.jpg,2026-04-30 21:22:25,2026-04-30 00:00:00,,,,,,,@CarlGranjero @sveinless @ExplosiveMediaa https://t.co/FdymN67XPt @indica is my co-host on @PSF_Resistance and he's the one who inspired me to call it White Empire. https://t.co/Y7jegAZTnj,@CarlGranjero @sveinless @ExplosiveMediaa https://t.co/FdymN67XPt @indica is my co-host on @PSF_Resistance and he's the one who inspired me to call it White Empire. https://t.co/Y7jegAZTnj,0,,,,CarlGranjero sveinless ExplosiveMediaa indica PSF_Resistance,en,,,,1,,,,,,,,,1,https://t.co/FdymN67XPt https://t.co/Y7jegAZTnj,https://indi.ca https://resistanceisfertilepodcast.substack.com/,0,0,3,2,Twitter Web App,,,,,,,,,,35,1,0,0
35,https://t.co/FdymN67XPt,https://x.com/i/status/https://t.co/FdymN67XPt,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0
36,2049895345803452895,https://x.com/monarchistIRAN/status/2049895345803452895,ExplosiveMediaa,2049891608192049177,,monarchistIRAN,1247195838125924353,,"Versailles, France",,,ex-monarchist.iran . Supporter of Powerful Iran | IRGC & Iranian Army | ex-monarchist turned patriot - back-up account @exmonarchist,https://pbs.twimg.com/profile_images/1490746501718495237/7ynNJxfn_normal.jpg,2026-04-30 19:55:10,2026-04-30 00:00:00,,,,,,,@ExplosiveMediaa Happy Persian Gulf Day indeed 🤩🏆,@ExplosiveMediaa Happy Persian Gulf Day indeed 🤩🏆,0,,,,ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,2,0,Twitter for iPhone,,,,,,,,,,78,1,0,0
37,2049789076945928291,https://x.com/ExplosiveMediaa/status/2049789076945928291,hich1360,2049509149298282639,,ExplosiveMediaa,2031492622968303620,,Iran,,,"Iranian Lego-style animation team. Fast, Instant, Explosive🔥🤞.
.
.
Lego Resistance Front
#LRF",https://pbs.twimg.com/profile_images/2039670351412760577/MlFKVB2z_normal.jpg,2026-04-30 12:52:53,2026-04-30 00:00:00,,,,,,,@hich1360 مخلص 🫡,@hich1360 مخلص 🫡,0,,,,hich1360,ar,,,,1,,,,,,,,,,,,1,0,75,1,Twitter for Android,,,,,,,,,,700,1,0,0
38,2049901337047912698,https://x.com/DropSiteNews/status/2049901337047912698,nosoyyo7,2049878887950151714,,DropSiteNews,1776269230159147008,,,,,Independent news on politics and war. 📥 Secure tip line (Proton Mail): tips@dropsitesecure.com,https://pbs.twimg.com/profile_images/1962913354638385159/k0Gl4p3z_normal.jpg,2026-04-30 20:18:58,2026-04-30 00:00:00,,,,,,,@nosoyyo7 @ExplosiveMediaa It’s not QT-ing our Explosive interview.,@nosoyyo7 @ExplosiveMediaa It’s not QT-ing our Explosive interview.,1,,,,nosoyyo7 ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,0,0,Twitter for iPhone,,,,,,,,,,70,1,0,0
